,Aa,Ao,Dcl,Iy,Sh,Class,real_identifier
457,0.207,0.729,1.062,1.448,-0.469,0.0,1
458,0.175,0.478,0.669,-0.757,1.83,0.0,1
459,0.241,1.841,-0.429,0.379,-0.141,0.0,1
460,-0.076,0.341,0.592,1.026,0.0,1.0,1
461,0.162,0.522,0.97,2.073,-0.849,1.0,1
462,0.231,1.302,1.354,-0.474,-0.239,0.0,1
463,0.42,2.394,1.358,0.675,0.0,0.0,1
464,0.244,0.692,0.951,1.574,0.0,0.0,1
465,0.816,0.855,0.197,0.084,0.085,0.0,1
466,0.666,1.858,1.334,-0.432,-0.502,0.0,1
467,0.321,1.523,2.036,-0.577,-0.398,0.0,1
468,-0.426,-0.74,1.046,-0.529,-0.319,1.0,1
469,0.435,0.761,0.772,1.192,1.157,1.0,1
470,0.441,0.596,2.27,0.923,0.602,1.0,1
471,0.212,1.047,1.964,-0.541,0.0,0.0,1
472,0.159,0.378,0.46,-0.601,1.794,0.0,1
473,0.567,2.412,1.066,1.286,-0.362,1.0,1
474,-0.211,-0.514,0.598,1.065,0.0,0.0,1
475,0.159,0.329,0.617,1.513,-0.873,1.0,1
476,0.584,2.874,-0.821,0.521,-0.205,0.0,1
477,0.183,0.64,0.717,1.903,-0.738,0.0,1
478,0.62,1.132,2.107,1.763,0.0,1.0,1
479,0.258,0.894,2.718,-0.68,-0.338,0.0,1
480,0.293,2.304,1.019,0.505,-0.259,0.0,1
481,1.952,1.886,0.387,0.323,0.409,0.0,1
482,0.403,3.743,-0.784,-0.361,0.0,0.0,1
483,1.169,2.579,-0.529,0.724,0.488,0.0,1
484,0.089,0.616,1.451,1.569,0.0,0.0,1
485,0.209,0.543,0.432,1.936,-0.74,1.0,1
486,0.349,1.736,1.384,-0.502,0.304,0.0,1
487,2.956,0.996,0.73,-0.175,-0.087,0.0,1
488,0.238,0.475,1.232,1.637,0.785,0.0,1
489,0.324,0.411,1.494,1.456,-0.777,0.0,1
490,0.762,1.413,0.5,0.195,-0.081,0.0,1
491,3.483,0.479,-0.134,0.108,0.082,0.0,1
492,0.604,1.316,1.722,0.669,1.196,1.0,1
493,0.161,0.177,-0.167,0.714,-0.937,1.0,1
494,2.51,0.295,0.176,0.215,-0.068,0.0,1
495,0.567,1.886,1.179,0.363,-0.154,0.0,1
496,0.958,1.627,-0.302,0.193,-0.089,0.0,1
497,0.697,1.068,1.811,0.515,-0.298,1.0,1
498,0.473,2.888,-0.448,-0.222,-0.158,0.0,1
499,0.326,0.458,1.856,1.602,1.481,1.0,1
