,Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue,real_identifier
355,3.0,19.0,0.0,0.0,28.0,2356.1111,0.0069,0.0214,0.0,0.0,8.0,2.0,3.0,5.0,5.0,2.0,0.0,0.0,0
356,1.0,0.0,1.0,25.5,19.0,1289.4737,0.0123,0.0385,0.0,0.0,6.0,1.0,1.0,2.0,6.0,2.0,0.0,0.0,0
357,0.0,0.0,0.0,0.0,31.0,2018.0645,0.0032,0.0149,0.0,0.0,9.0,2.0,2.0,3.0,2.0,2.0,0.0,0.0,0
358,2.0,40.0,0.0,0.0,22.0,1437.5,0.0085,0.0259,0.0,0.0,7.0,1.0,1.0,1.0,4.0,2.0,0.0,0.0,0
359,0.0,0.0,0.0,0.0,35.0,2451.7857,0.0021,0.0103,0.0,0.0,5.0,2.0,3.0,6.0,1.0,2.0,0.0,0.0,0
360,1.0,15.0,1.0,30.0,26.0,1833.4615,0.0078,0.0232,0.0,0.0,8.0,2.0,2.0,4.0,3.0,2.0,0.0,0.0,0
361,0.0,0.0,0.0,0.0,20.0,1516.25,0.0056,0.0181,0.0,0.0,6.0,1.0,1.0,2.0,5.0,2.0,0.0,0.0,0
362,3.0,28.0,0.0,0.0,29.0,2061.0345,0.0045,0.0167,0.0,0.0,9.0,2.0,3.0,1.0,2.0,2.0,0.0,0.0,0
363,0.0,0.0,0.0,0.0,18.0,1328.0556,0.0092,0.0278,0.0,0.0,7.0,1.0,1.0,3.0,4.0,2.0,0.0,0.0,0
364,2.0,36.0,0.0,0.0,24.0,1735.2083,0.0063,0.0205,0.0,0.0,5.0,2.0,2.0,5.0,1.0,2.0,0.0,0.0,0
365,1.0,10.0,0.0,0.0,33.0,2387.5758,0.0025,0.0121,0.0,0.0,8.0,2.0,3.0,6.0,3.0,2.0,0.0,0.0,0
366,0.0,0.0,0.0,0.0,13.0,522.15,0.0067,0.0199,0.0,0.0,10.0,1.0,3.0,1.0,5.0,2.0,1.0,0.0,0
367,0.0,0.0,1.0,45.0,19.0,1023.0,0.0,0.0139,0.0,0.0,3.0,2.0,5.0,2.0,8.0,2.0,0.0,0.0,0
368,0.0,0.0,0.0,0.0,25.0,1309.15,0.0121,0.0163,0.0,0.0,4.0,1.0,4.0,3.0,6.0,2.0,0.0,0.0,0
369,0.0,0.0,1.0,49.0,46.0,1897.5,0.0039,0.0095,0.0,0.0,2.0,2.0,3.0,1.0,4.0,2.0,1.0,0.0,0
370,0.0,0.0,0.0,0.0,15.0,623.45,0.0,0.0231,0.0,0.0,11.0,1.0,6.0,2.0,9.0,2.0,0.0,0.0,0
371,0.0,0.0,0.0,0.0,32.0,1643.55,0.0085,0.0154,0.0,0.0,12.0,2.0,5.0,3.0,7.0,2.0,1.0,0.0,0
372,0.0,0.0,1.0,48.0,41.0,1812.25,0.0023,0.0103,0.0,0.0,1.0,1.0,2.0,1.0,3.0,2.0,0.0,0.0,0
373,0.0,0.0,0.0,0.0,29.0,1516.35,0.0099,0.0219,0.0,0.0,5.0,2.0,4.0,2.0,5.0,2.0,1.0,0.0,0
374,0.0,0.0,1.0,50.0,38.0,1729.2,0.0051,0.0145,0.0,0.0,6.0,1.0,3.0,3.0,8.0,2.0,0.0,0.0,0
375,0.0,0.0,0.0,0.0,22.0,1139.1,0.0115,0.0245,0.0,0.0,9.0,2.0,5.0,1.0,6.0,2.0,1.0,0.0,0
376,2.0,28.0,1.0,10.0,20.0,1200.0,0.015,0.025,0.0,0.2,5.0,2.0,2.0,3.0,2.0,2.0,0.0,0.0,0
377,5.0,60.0,0.0,0.0,30.0,1800.0,0.01,0.03,0.0,0.0,7.0,3.0,2.0,2.0,3.0,2.0,0.0,0.0,0
378,1.0,10.0,0.0,0.0,25.0,1500.0,0.012,0.028,0.0,0.3,6.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0
379,0.0,0.0,1.0,5.0,40.0,2000.0,0.008,0.02,10.0,0.0,1.0,3.0,2.0,4.0,2.0,2.0,0.0,0.0,0
380,3.0,40.0,0.0,0.0,35.0,1900.0,0.011,0.027,0.0,0.1,9.0,3.0,2.0,2.0,3.0,2.0,0.0,1.0,0
381,0.0,0.0,0.0,0.0,50.0,2500.0,0.007,0.019,15.0,0.0,6.0,3.0,2.0,1.0,1.0,2.0,0.0,1.0,0
382,2.0,20.0,1.0,8.0,20.0,1200.0,0.013,0.024,0.0,0.4,5.0,2.0,2.0,3.0,2.0,2.0,0.0,0.0,0
383,1.0,12.0,0.0,0.0,30.0,1800.0,0.01,0.026,0.0,0.2,7.0,3.0,2.0,2.0,3.0,2.0,0.0,0.0,0
384,0.0,0.0,1.0,10.0,40.0,2000.0,0.009,0.022,12.0,0.0,1.0,3.0,2.0,4.0,2.0,2.0,0.0,0.0,0
385,3.0,30.0,0.0,0.0,35.0,1900.0,0.012,0.029,0.0,0.3,9.0,3.0,2.0,2.0,3.0,2.0,0.0,1.0,0
386,3.0,125.45,2.0,89.2,41.0,1856.37,0.0113,0.0251,12.51,0.0,4.0,5.0,3.0,3.0,1.0,1.0,0.0,1.0,0
387,9.0,306.19,3.0,143.9,92.0,2571.49,0.0039,0.0165,10.29,0.0,2.0,1.0,4.0,2.0,3.0,2.0,1.0,1.0,0
388,1.0,45.67,1.0,23.1,29.0,1539.25,0.0205,0.0319,15.63,0.0,5.0,6.0,1.0,5.0,2.0,1.0,0.0,0.0,0
389,6.0,201.98,2.0,98.5,67.0,2211.39,0.0083,0.0193,8.51,0.0,8.0,4.0,3.0,6.0,1.0,2.0,1.0,0.0,0
390,4.0,156.78,3.0,130.8,51.0,2068.29,0.0149,0.0267,11.39,0.0,3.0,2.0,2.0,7.0,3.0,1.0,0.0,1.0,0
391,2.0,93.45,1.0,35.6,39.0,1849.41,0.0181,0.0295,14.21,0.0,9.0,5.0,1.0,4.0,2.0,2.0,0.0,0.0,0
392,8.0,285.19,2.0,123.9,85.0,2513.69,0.0067,0.0181,9.83,0.0,1.0,3.0,4.0,8.0,1.0,1.0,1.0,1.0,0
393,5.0,173.98,3.0,149.1,62.0,2183.59,0.0123,0.0239,13.49,0.0,7.0,1.0,3.0,2.0,3.0,2.0,0.0,0.0,0
394,1.0,51.23,1.0,29.5,35.0,1773.91,0.0219,0.0335,16.31,0.0,6.0,6.0,2.0,9.0,2.0,1.0,0.0,0.0,0
395,6.0,209.56,2.0,105.9,76.0,2401.49,0.0095,0.0207,10.81,0.0,4.0,4.0,1.0,5.0,1.0,2.0,1.0,1.0,0
396,15.0,542.5,4.0,384.25,58.0,1956.25,0.0025,0.0095,3.0,0.0,8.0,3.0,3.0,4.0,2.0,1.0,0.0,0.0,0
397,8.0,391.25,3.0,271.67,49.0,1839.29,0.0,0.0119,1.5,0.0,4.0,2.0,4.0,2.0,3.0,2.0,0.0,0.0,0
398,12.0,519.5,5.0,434.0,71.0,2389.86,0.0012,0.0063,2.25,0.0,9.0,3.0,2.0,5.0,1.0,1.0,1.0,0.0,0
399,0.0,0.0,0.0,0.0,19.0,921.5,0.0269,0.0333,0.0,0.0,7.0,1.0,3.0,3.0,4.0,2.0,0.0,0.0,0
400,20.0,764.0,6.0,457.5,43.0,1719.38,0.0,0.0125,0.0,0.0,6.0,2.0,2.0,4.0,2.0,2.0,0.0,0.0,0
401,4.0,281.5,2.0,225.0,31.0,1258.89,0.0053,0.0133,5.5,0.0,8.0,6.0,2.0,2.0,4.0,2.0,0.0,0.0,0
402,0.0,0.0,0.0,0.0,29.0,846.67,0.0185,0.0267,8.25,0.0,6.0,2.0,5.0,5.0,1.0,2.0,0.0,1.0,0
403,0.0,0.0,1.0,25.0,17.0,899.29,0.0308,0.0438,0.0,0.0,6.0,3.0,2.0,8.0,1.0,2.0,0.0,0.0,0
404,18.0,634.5,4.0,384.25,55.0,2023.33,0.0022,0.0092,2.75,0.0,8.0,3.0,3.0,4.0,2.0,1.0,0.0,0.0,0
405,10.0,442.5,5.0,434.0,68.0,2351.67,0.0015,0.0068,2.5,0.0,9.0,3.0,2.0,5.0,1.0,1.0,1.0,0.0,0
406,3.0,120.5,0.0,0.0,25.0,1023.1111,0.0111,0.0215,0.0,0.0,3.0,1.0,3.0,5.0,3.0,1.0,0.0,0.0,0
407,0.0,0.0,2.0,150.0,45.0,1800.8889,0.0085,0.0162,0.0,0.0,9.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,0
408,1.0,50.2,0.0,0.0,20.0,850.5556,0.0149,0.0283,0.0,0.0,11.0,2.0,4.0,8.0,4.0,1.0,0.0,0.0,0
409,2.0,100.0,1.0,75.0,36.0,1200.0,0.0073,0.0146,0.0,0.0,6.0,1.0,2.0,6.0,3.0,2.0,1.0,1.0,0
410,0.0,0.0,0.0,0.0,15.0,675.0,0.0122,0.0244,0.0,0.0,4.0,3.0,3.0,5.0,2.0,1.0,0.0,0.0,0
411,4.0,200.0,2.0,100.0,50.0,2000.0,0.0056,0.0112,0.0,0.0,8.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,0
412,0.0,0.0,1.0,25.0,30.0,1000.0,0.0099,0.0198,0.0,0.0,10.0,1.0,4.0,3.0,4.0,1.0,0.0,0.0,0
413,3.0,150.0,0.0,0.0,40.0,1600.0,0.0067,0.0134,0.0,0.0,2.0,3.0,2.0,7.0,2.0,2.0,1.0,1.0,0
414,1.0,75.0,0.0,0.0,20.0,800.0,0.0134,0.0268,0.0,0.0,12.0,2.0,3.0,9.0,3.0,1.0,0.0,0.0,0
415,2.0,120.0,1.0,50.0,35.0,1400.0,0.0083,0.0166,0.0,0.0,1.0,1.0,1.0,8.0,4.0,2.0,1.0,1.0,0
416,1.0,50.0,2.0,100.0,20.0,2000.0,0.05,0.04,0.0,0.2,3.0,2.0,3.0,4.0,2.0,2.0,0.0,0.0,0
417,0.0,0.0,1.0,20.0,15.0,1500.0,0.03,0.05,0.0,0.0,8.0,1.0,2.0,3.0,1.0,2.0,1.0,0.0,0
418,3.0,150.0,0.0,0.0,10.0,1000.0,0.01,0.03,0.0,0.5,4.0,3.0,1.0,2.0,3.0,2.0,0.0,0.0,0
419,2.0,100.0,2.0,40.0,25.0,2500.0,0.04,0.05,0.0,0.1,7.0,2.0,4.0,5.0,2.0,2.0,0.0,0.0,0
420,0.0,0.0,0.0,0.0,30.0,3000.0,0.02,0.04,0.0,0.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,0.0,0
421,1.0,20.0,1.0,30.0,12.0,1200.0,0.05,0.06,0.0,0.3,6.0,2.0,2.0,4.0,2.0,2.0,0.0,0.0,0
422,0.0,0.0,0.0,0.0,20.0,2000.0,0.03,0.05,0.0,0.0,9.0,3.0,1.0,2.0,3.0,2.0,0.0,0.0,0
423,2.0,80.0,1.0,25.0,15.0,1500.0,0.02,0.04,0.0,0.4,5.0,2.0,4.0,3.0,1.0,2.0,1.0,0.0,0
424,1.0,40.0,0.0,0.0,25.0,2500.0,0.04,0.06,0.0,0.1,8.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0
425,0.0,0.0,0.0,0.0,18.0,1800.0,0.01,0.03,0.0,0.6,4.0,2.0,3.0,5.0,2.0,2.0,0.0,0.0,0
426,3.0,51.25,1.0,10.5,45.0,2010.5,0.007,0.021,5.678,0.0,4.0,3.0,3.0,5.0,7.0,2.0,1.0,1.0,0
427,1.0,20.0,0.0,0.0,38.0,1543.5,0.003,0.016,8.235,0.0,8.0,2.0,4.0,4.0,9.0,2.0,0.0,0.0,0
428,4.0,60.75,2.0,30.0,20.0,945.0,0.002,0.019,12.456,0.0,6.0,1.0,3.0,6.0,3.0,2.0,1.0,1.0,0
429,0.0,0.0,0.0,0.0,15.0,751.5,0.004,0.023,0.0,1.0,5.0,3.0,2.0,8.0,1.0,2.0,0.0,0.0,0
430,5.0,85.0,1.0,15.0,40.0,1800.0,0.006,0.025,9.012,0.0,7.0,2.0,4.0,2.0,6.0,2.0,1.0,1.0,0
431,2.0,40.0,0.0,0.0,32.0,1344.0,0.001,0.018,11.111,0.0,4.0,1.0,3.0,9.0,4.0,2.0,0.0,0.0,0
432,3.0,45.0,1.0,12.0,28.0,1176.0,0.005,0.022,7.654,0.0,3.0,2.0,2.0,5.0,8.0,2.0,1.0,1.0,0
433,0.0,0.0,0.0,0.0,12.0,504.0,0.003,0.02,0.0,1.0,6.0,3.0,4.0,1.0,2.0,2.0,0.0,0.0,0
434,6.0,90.0,2.0,30.0,35.0,1470.0,0.008,0.026,10.234,0.0,8.0,2.0,3.0,3.0,5.0,2.0,1.0,1.0,0
435,1.0,25.0,0.0,0.0,25.0,1050.0,0.002,0.019,6.789,0.0,5.0,1.0,2.0,4.0,9.0,2.0,0.0,0.0,0
436,1.0,10.0,0.0,0.0,41.0,1339.0,0.002,0.012,0.0,0.0,4.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,0
437,4.0,120.0,1.0,30.0,69.0,3000.0,0.001,0.019,10.0,0.0,8.0,2.0,2.0,2.0,5.0,2.0,0.0,0.0,0
438,0.0,0.0,0.0,0.0,20.0,600.0,0.0,0.015,0.0,0.0,5.0,3.0,1.0,1.0,2.0,0.0,1.0,0.0,0
439,7.0,210.0,2.0,60.0,85.0,4500.0,0.003,0.025,20.0,0.0,9.0,2.0,2.0,1.0,4.0,2.0,0.0,1.0,0
440,3.0,90.0,0.0,0.0,50.0,2000.0,0.002,0.018,0.0,0.0,6.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,0
441,0.0,0.0,0.0,0.0,15.0,400.0,0.0,0.012,0.0,0.0,7.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0
442,6.0,180.0,1.0,40.0,60.0,3000.0,0.002,0.02,15.0,0.0,8.0,2.0,2.0,2.0,5.0,2.0,0.0,0.0,0
443,2.0,40.0,0.0,0.0,30.0,1000.0,0.001,0.015,0.0,0.0,4.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,0
444,0.0,0.0,0.0,0.0,25.0,800.0,0.0,0.018,0.0,0.0,5.0,3.0,1.0,1.0,2.0,0.0,1.0,0.0,0
445,8.0,240.0,2.0,80.0,70.0,4000.0,0.003,0.022,25.0,0.0,9.0,2.0,2.0,1.0,4.0,2.0,0.0,1.0,0
446,0.0,0.0,1.0,15.0,12.0,432.0,0.01,0.05,10.5,0.2,3.0,2.0,3.0,4.0,5.0,2.0,0.0,0.0,0
447,2.0,60.0,0.0,0.0,50.0,1500.0,0.0,0.01,0.0,0.6,6.0,1.0,2.0,2.0,4.0,2.0,0.0,1.0,0
448,0.0,0.0,0.0,0.0,20.0,600.0,0.005,0.03,20.0,0.0,5.0,3.0,4.0,1.0,7.0,0.0,0.0,1.0,0
449,0.0,0.0,0.0,0.0,5.0,150.0,0.1,0.1,0.0,0.0,2.0,2.0,3.0,5.0,6.0,2.0,0.0,0.0,0
450,4.0,120.0,0.0,0.0,100.0,3000.0,0.0,0.005,1.0,0.0,7.0,4.0,2.0,3.0,9.0,2.0,0.0,0.0,0
451,0.0,0.0,0.0,0.0,15.0,450.0,0.0,0.02,25.0,0.0,1.0,2.0,4.0,1.0,2.0,0.0,0.0,1.0,0
452,1.0,30.0,0.0,0.0,8.0,240.0,0.0,0.03,0.0,0.6,6.0,1.0,2.0,2.0,4.0,2.0,0.0,0.0,0
453,0.0,0.0,0.0,0.0,10.0,300.0,0.005,0.015,20.0,0.0,5.0,3.0,4.0,1.0,7.0,0.0,0.0,1.0,0
454,0.0,0.0,0.0,0.0,3.0,90.0,0.1,0.1,0.0,0.0,2.0,2.0,3.0,5.0,6.0,2.0,0.0,0.0,0
455,6.0,180.0,0.0,0.0,120.0,3600.0,0.0,0.005,1.5,0.0,7.0,4.0,2.0,3.0,9.0,2.0,0.0,0.0,0
456,3.0,121.25,1.0,3.0,15.0,510.0,0.005,0.03,0.0,0.0,3.0,2.0,2.0,4.0,9.0,1.0,1.0,0.0,0
457,2.0,50.0,0.0,0.0,20.0,700.0,0.002,0.02,0.0,0.0,2.0,3.0,1.0,5.0,7.0,2.0,0.0,0.0,0
458,1.0,20.0,2.0,10.0,10.0,300.0,0.01,0.04,0.0,0.0,8.0,2.0,2.0,1.0,4.0,0.0,1.0,1.0,0
459,5.0,150.0,1.0,5.0,25.0,850.0,0.003,0.025,0.0,0.0,6.0,3.0,1.0,2.0,8.0,2.0,0.0,0.0,0
460,4.0,100.0,0.0,0.0,30.0,1000.0,0.005,0.03,0.0,0.0,4.0,2.0,2.0,6.0,5.0,1.0,0.0,0.0,0
461,3.0,80.0,1.0,4.0,20.0,600.0,0.002,0.02,0.0,0.0,9.0,3.0,1.0,3.0,6.0,2.0,1.0,0.0,0
462,2.0,40.0,0.0,0.0,15.0,450.0,0.01,0.04,0.0,0.0,1.0,2.0,2.0,4.0,9.0,0.0,0.0,1.0,0
463,1.0,10.0,2.0,8.0,10.0,350.0,0.003,0.025,0.0,0.0,5.0,3.0,1.0,5.0,7.0,2.0,0.0,0.0,0
464,4.0,120.0,1.0,6.0,25.0,900.0,0.005,0.03,0.0,0.0,7.0,2.0,2.0,1.0,4.0,1.0,1.0,0.0,0
465,5.0,180.0,0.0,0.0,35.0,1200.0,0.002,0.02,0.0,0.0,3.0,3.0,1.0,2.0,8.0,2.0,0.0,0.0,0
466,5.0,93.0,2.0,121.0,29.0,1056.0,0.018,0.031,5.0,0.0,8.0,3.0,2.0,5.0,3.0,2.0,1.0,0.0,0
467,1.0,15.0,0.0,0.0,8.0,240.0,0.012,0.025,2.0,0.0,4.0,2.0,2.0,6.0,5.0,2.0,0.0,0.0,0
468,9.0,140.0,4.0,90.0,40.0,1800.0,0.008,0.02,10.0,0.0,7.0,3.0,2.0,4.0,2.0,2.0,1.0,0.0,0
469,0.0,0.0,0.0,0.0,12.0,360.0,0.015,0.03,3.0,0.0,3.0,2.0,2.0,5.0,6.0,2.0,0.0,0.0,0
470,6.0,110.0,3.0,100.0,35.0,1400.0,0.01,0.025,8.0,0.0,9.0,3.0,2.0,6.0,4.0,2.0,1.0,0.0,0
471,3.0,50.0,1.0,60.0,20.0,800.0,0.012,0.028,4.0,0.0,2.0,2.0,2.0,4.0,3.0,2.0,0.0,0.0,0
472,7.0,130.0,5.0,110.0,45.0,2000.0,0.009,0.022,12.0,0.0,10.0,3.0,2.0,5.0,5.0,2.0,1.0,0.0,0
473,0.0,0.0,0.0,0.0,10.0,300.0,0.018,0.035,2.0,0.0,1.0,2.0,2.0,6.0,7.0,2.0,0.0,0.0,0
474,4.0,80.0,2.0,80.0,25.0,1000.0,0.011,0.026,6.0,0.0,8.0,3.0,2.0,4.0,4.0,2.0,1.0,0.0,0
475,2.0,40.0,1.0,50.0,15.0,600.0,0.014,0.029,3.0,0.0,5.0,2.0,2.0,5.0,6.0,2.0,0.0,0.0,0
476,2.0,28.5714,0.0,0.0,15.0,1015.3846,0.0178,0.0357,0.0,0.0,3.0,1.0,5.0,5.0,5.0,2.0,1.0,0.0,0
477,1.0,10.0,2.0,3.0,8.0,563.0,0.0476,0.0952,0.0,0.0,2.0,2.0,1.0,3.0,4.0,2.0,0.0,0.0,0
478,0.0,0.0,0.0,0.0,19.0,1192.1053,0.0105,0.0211,5.2632,0.0,4.0,3.0,2.0,2.0,11.0,2.0,1.0,0.0,0
479,4.0,60.0,1.0,1.0,13.0,806.1538,0.0385,0.0769,0.0,0.0,8.0,1.0,5.0,6.0,3.0,2.0,0.0,0.0,0
480,0.0,0.0,0.0,0.0,6.0,402.0,0.0,0.0333,0.0,0.0,9.0,2.0,2.0,5.0,6.0,2.0,1.0,0.0,0
481,2.0,25.0,1.0,2.0,20.0,1431.0,0.025,0.05,4.0,1.0,10.0,3.0,1.0,4.0,8.0,2.0,0.0,0.0,0
482,1.0,12.0,0.0,0.0,10.0,601.0,0.04,0.08,0.0,0.0,11.0,2.0,5.0,1.0,9.0,2.0,1.0,0.0,0
483,3.0,45.0,2.0,4.0,18.0,1082.2222,0.0167,0.0333,2.3529,0.0,12.0,1.0,2.0,3.0,12.0,2.0,0.0,0.0,0
484,0.0,0.0,1.0,1.0,14.0,936.0,0.0357,0.0714,0.0,0.0,1.0,3.0,1.0,2.0,10.0,2.0,1.0,0.0,0
485,5.0,80.0,0.0,0.0,12.0,720.0,0.01,0.02,6.0,1.0,2.0,2.0,5.0,6.0,5.0,2.0,0.0,0.0,0
486,1.0,23.0,0.0,0.0,15.0,421.0,0.0,0.005,0.0,0.0,6.0,3.0,3.0,5.0,4.0,2.0,0.0,0.0,0
487,4.0,91.0,1.0,10.0,22.0,631.0,0.0,0.01,0.0,0.0,5.0,1.0,4.0,3.0,5.0,2.0,0.0,0.0,0
488,0.0,0.0,0.0,0.0,5.0,135.0,0.0,0.02,0.0,0.0,7.0,2.0,1.0,2.0,7.0,2.0,0.0,0.0,0
489,3.0,56.0,2.0,32.0,18.0,512.0,0.0,0.007,0.0,0.0,6.0,4.0,2.0,1.0,3.0,2.0,0.0,0.0,0
490,1.0,19.0,0.0,0.0,8.0,236.0,0.0,0.012,0.0,0.0,5.0,3.0,5.0,4.0,2.0,2.0,0.0,0.0,0
491,2.0,46.0,1.0,14.0,12.0,351.0,0.0,0.008,0.0,0.0,7.0,1.0,3.0,6.0,9.0,2.0,0.0,0.0,0
492,0.0,0.0,0.0,0.0,3.0,98.0,0.0,0.015,0.0,0.0,6.0,2.0,4.0,5.0,1.0,2.0,0.0,0.0,0
493,5.0,129.0,2.0,41.0,25.0,734.0,0.0,0.006,0.0,0.0,5.0,4.0,1.0,3.0,6.0,2.0,0.0,0.0,0
494,3.0,82.0,1.0,18.0,20.0,593.0,0.0,0.009,0.0,0.0,7.0,3.0,2.0,2.0,8.0,2.0,0.0,0.0,0
495,1.0,31.0,0.0,0.0,6.0,191.0,0.0,0.011,0.0,0.0,6.0,1.0,5.0,1.0,4.0,2.0,0.0,0.0,0
0,0.0,0.0,1.0,38.0,10.0,311.0,0.018181818,0.036363636,0.0,0.0,6.0,2.0,10.0,2.0,4.0,2.0,1.0,0.0,1
1,1.0,96.66666667,0.0,0.0,23.0,1605.875,0.031818182,0.05030303,54.10230816,0.0,1.0,2.0,2.0,2.0,10.0,2.0,0.0,1.0,1
2,3.0,89.0,0.0,0.0,26.0,655.5357143,0.0,0.0375,0.0,0.0,7.0,2.0,2.0,4.0,1.0,2.0,0.0,0.0,1
3,0.0,0.0,0.0,0.0,5.0,20.2,0.18,0.186666667,0.0,0.0,0.0,3.0,2.0,4.0,20.0,2.0,0.0,0.0,1
4,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,6.0,1.0,1.0,3.0,3.0,2.0,0.0,0.0,1
5,4.0,264.1333333,1.0,152.2,47.0,906.1166667,0.0,0.002614379,0.0,0.0,0.0,3.0,2.0,3.0,2.0,0.0,1.0,0.0,1
6,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,6.0,1.0,1.0,1.0,15.0,2.0,1.0,0.0,1
7,0.0,0.0,0.0,0.0,46.0,2308.261905,0.0,0.000555556,0.0,0.0,6.0,2.0,2.0,7.0,2.0,0.0,0.0,0.0,1
8,0.0,0.0,1.0,41.5,98.0,2400.037843,0.000183655,0.011646771,0.0,0.0,7.0,2.0,2.0,1.0,2.0,2.0,0.0,1.0,1
9,6.0,55.0,1.0,7.0,132.0,4056.175369,0.005882353,0.019282953,0.0,0.0,5.0,2.0,2.0,8.0,2.0,2.0,0.0,0.0,1
10,0.0,0.0,0.0,0.0,46.0,2425.083333,0.010869565,0.027681159,0.0,0.6,6.0,1.0,1.0,3.0,2.0,2.0,0.0,0.0,1
11,0.0,0.0,0.0,0.0,16.0,519.75,0.0125,0.04,0.0,0.0,5.0,3.0,2.0,3.0,3.0,2.0,0.0,0.0,1
12,1.0,33.5,0.0,0.0,15.0,710.25,0.0,0.011111111,0.0,0.0,1.0,2.0,10.0,1.0,8.0,0.0,0.0,0.0,1
13,0.0,0.0,0.0,0.0,3.0,21.0,0.0,0.066666667,0.0,0.0,7.0,2.0,4.0,2.0,2.0,2.0,1.0,1.0,1
14,11.0,771.9285714,2.0,214.1666667,39.0,1022.474026,0.000833333,0.012361111,52.05165,0.0,6.0,3.0,2.0,1.0,2.0,2.0,0.0,1.0,1
15,0.0,0.0,0.0,0.0,24.0,743.75,0.0,0.016666667,0.0,0.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,1
16,2.0,13.0,0.0,0.0,3.0,200.0,0.0,0.05,0.0,0.0,1.0,2.0,2.0,1.0,8.0,0.0,0.0,0.0,1
17,1.0,10.0,1.0,342.5,55.0,3165.958333,0.005660377,0.032620545,0.0,0.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,0.0,1
18,0.0,0.0,0.0,0.0,48.0,4293.833333,0.008333333,0.034166667,0.0,0.0,7.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,1
19,0.0,0.0,0.0,0.0,20.0,301.5,0.028571429,0.05952381,0.0,0.8,6.0,3.0,2.0,1.0,3.0,2.0,0.0,0.0,1
20,5.0,65.5,0.0,0.0,27.0,354.5833333,0.014285714,0.023809524,0.0,0.0,7.0,1.0,1.0,8.0,1.0,2.0,0.0,0.0,1
21,0.0,0.0,0.0,0.0,13.0,546.9583333,0.0,0.033846154,0.0,0.0,1.0,2.0,2.0,1.0,3.0,2.0,0.0,0.0,1
22,6.0,301.2,0.0,0.0,87.0,1836.983333,0.009782609,0.026449275,0.0,0.0,9.0,2.0,2.0,6.0,3.0,2.0,0.0,0.0,1
23,2.0,273.0,1.0,1.0,10.0,384.4,0.044444444,0.043386243,0.0,0.0,6.0,1.0,1.0,1.0,3.0,2.0,0.0,0.0,1
24,0.0,0.0,0.0,0.0,17.0,557.1666667,0.023529412,0.049509804,0.0,0.0,5.0,3.0,2.0,1.0,1.0,2.0,0.0,0.0,1
25,4.0,197.0,1.0,25.0,46.0,1596.672282,0.0,0.008,19.92584938,0.0,5.0,4.0,2.0,2.0,2.0,0.0,1.0,0.0,1
26,0.0,0.0,0.0,0.0,3.0,22.5,0.0,0.066666667,0.0,0.0,6.0,1.0,2.0,3.0,2.0,2.0,1.0,0.0,1
27,3.0,118.6666667,0.0,0.0,17.0,694.0,0.003703704,0.008333333,27.45138186,0.0,5.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,1
28,0.0,0.0,2.0,236.0,66.0,1483.55,0.0,0.006153846,143.2115385,0.0,6.0,2.0,4.0,3.0,3.0,2.0,1.0,1.0,1
29,9.0,184.0,5.0,61.0,68.0,1986.251515,0.0,0.009553204,17.19611523,0.0,6.0,2.0,6.0,2.0,3.0,2.0,0.0,0.0,1
30,10.0,236.4083333,3.0,118.0,313.0,7428.181584,0.002509267,0.013416263,6.976504629,1.0,6.0,2.0,2.0,3.0,2.0,2.0,1.0,0.0,1
31,8.0,359.0,1.0,16.0,19.0,497.6666667,0.007692308,0.023076923,0.0,0.0,6.0,2.0,4.0,7.0,1.0,2.0,0.0,0.0,1
32,0.0,0.0,2.0,386.0,36.0,1609.939744,0.0,0.009323308,12.50325678,0.0,7.0,2.0,2.0,3.0,3.0,2.0,0.0,1.0,1
33,4.0,315.0,0.0,0.0,8.0,465.8333333,0.0,0.024242424,0.0,0.0,5.0,3.0,2.0,3.0,3.0,2.0,1.0,0.0,1
34,0.0,0.0,0.0,0.0,4.0,302.0,0.0,0.04,46.06937312,0.0,1.0,8.0,13.0,9.0,20.0,1.0,0.0,1.0,1
35,1.0,46.5,0.0,0.0,22.0,578.8106061,0.00952381,0.04021164,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,1
