,Colunm 1,Colunm 2,Colunm 3,target,Colunm 4,real_identifier
1554,18.0,44.49,-104.09,30.0,2.0,0
1555,9.0,34.29,-179.59,30.0,1.0,0
1556,46.0,46.29,-124.99,30.0,2.0,0
1557,4.0,46.09,-122.49,30.0,2.0,0
1558,15.0,44.09,-114.69,30.0,2.0,0
1559,48.0,44.99,-91.69,30.0,2.0,0
1560,12.0,41.29,-122.49,30.0,2.0,0
1561,7.0,45.29,-120.29,30.0,2.0,0
1562,0.0,68.49,-166.99,28.0,0.0,0
1563,19.0,45.09,-104.69,30.0,2.0,0
1564,9.0,34.79,-181.09,30.0,1.0,0
1565,47.0,46.79,-125.89,30.0,2.0,0
1566,3.0,46.29,-123.29,30.0,2.0,0
1567,14.0,43.99,-115.29,30.0,2.0,0
1568,49.0,44.99,-91.99,30.0,2.0,0
1569,11.0,41.09,-123.29,30.0,2.0,0
1570,6.0,45.59,-121.09,30.0,2.0,0
1571,0.0,68.99,-167.69,28.0,0.0,0
1572,18.0,45.69,-105.99,30.0,2.0,0
1573,9.0,35.29,-182.79,30.0,1.0,0
1574,46.0,47.09,-126.99,30.0,2.0,0
1575,4.0,46.79,-124.29,30.0,2.0,0
1576,15.0,44.99,-116.09,30.0,2.0,0
1577,48.0,45.79,-93.09,30.0,2.0,0
1578,12.0,42.09,-123.99,30.0,2.0,0
1579,7.0,46.09,-121.99,30.0,2.0,0
1580,0.0,69.49,-168.49,28.0,0.0,0
1581,19.0,46.29,-106.99,30.0,2.0,0
1582,9.0,35.79,-184.49,30.0,1.0,0
1583,47.0,47.79,-127.99,30.0,2.0,0
1584,3.0,46.99,-125.09,30.0,2.0,0
1585,14.0,45.09,-116.99,30.0,2.0,0
1586,49.0,46.09,-93.49,30.0,2.0,0
1587,11.0,41.99,-124.99,30.0,2.0,0
1588,6.0,46.99,-123.09,30.0,2.0,0
1589,0.0,69.99,-169.29,28.0,0.0,0
1590,18.0,47.09,-108.09,30.0,2.0,0
1591,9.0,36.29,-186.19,30.0,1.0,0
1592,46.0,48.09,-129.09,30.0,2.0,0
1593,4.0,47.59,-125.99,30.0,2.0,0
1594,15.0,46.09,-117.69,30.0,2.0,0
1595,48.0,46.79,-94.29,30.0,2.0,0
1596,12.0,42.99,-125.99,30.0,2.0,0
1597,7.0,47.09,-124.09,30.0,2.0,0
1598,0.0,70.49,-170.09,28.0,0.0,0
1599,19.0,47.99,-109.09,30.0,2.0,0
1600,9.0,36.79,-188.09,30.0,1.0,0
1601,47.0,48.79,-130.09,30.0,2.0,0
1602,3.0,48.09,-127.09,30.0,2.0,0
1603,14.0,46.29,-118.69,30.0,2.0,0
1604,49.0,47.09,-94.99,30.0,2.0,0
1605,11.0,42.99,-126.99,30.0,2.0,0
1606,6.0,48.09,-125.09,30.0,2.0,0
1607,0.0,70.99,-170.99,28.0,0.0,0
1608,18.0,48.59,-110.69,30.0,2.0,0
1609,9.0,37.29,-190.09,30.0,1.0,0
1610,46.0,49.09,-131.29,30.0,2.0,0
1611,4.0,48.59,-128.09,30.0,2.0,0
1612,15.0,47.29,-119.49,30.0,2.0,0
1613,48.0,47.99,-96.09,30.0,2.0,0
1614,12.0,43.99,-127.99,30.0,2.0,0
1615,7.0,48.59,-126.09,30.0,2.0,0
1616,0.0,71.49,-171.99,28.0,0.0,0
1617,19.0,49.29,-112.29,30.0,2.0,0
1618,9.0,37.79,-192.09,30.0,1.0,0
1619,47.0,49.99,-132.49,30.0,2.0,0
1620,3.0,48.99,-129.29,30.0,2.0,0
1621,14.0,47.59,-120.49,30.0,2.0,0
1622,49.0,48.29,-97.09,30.0,2.0,0
1623,11.0,43.99,-128.99,30.0,2.0,0
1624,6.0,49.29,-127.09,30.0,2.0,0
1625,0.0,71.99,-172.99,28.0,0.0,0
1626,18.0,50.09,-113.99,30.0,2.0,0
1627,9.0,38.29,-194.29,30.0,1.0,0
1628,46.0,50.49,-133.79,30.0,2.0,0
1629,4.0,49.59,-130.49,30.0,2.0,0
1630,15.0,48.59,-121.49,30.0,2.0,0
1631,48.0,49.29,-98.09,30.0,2.0,0
1632,12.0,44.99,-130.09,30.0,2.0,0
1633,7.0,49.99,-128.09,30.0,2.0,0
1634,0.0,72.49,-173.99,28.0,0.0,0
1635,19.0,50.79,-115.49,30.0,2.0,0
1636,9.0,38.79,-196.59,30.0,1.0,0
1637,47.0,51.29,-135.09,30.0,2.0,0
1638,3.0,50.29,-132.09,30.0,2.0,0
1639,14.0,48.99,-122.99,30.0,2.0,0
1640,49.0,49.69,-99.09,30.0,2.0,0
1641,11.0,45.09,-131.09,30.0,2.0,0
1642,6.0,50.79,-129.09,30.0,2.0,0
1643,0.0,72.99,-175.09,28.0,0.0,0
1644,18.0,51.49,-117.49,30.0,2.0,0
1645,9.0,39.29,-198.99,30.0,1.0,0
1646,46.0,51.99,-136.49,30.0,2.0,0
1647,4.0,50.99,-133.49,30.0,2.0,0
1648,15.0,49.99,-124.09,30.0,2.0,0
1649,48.0,50.69,-100.09,30.0,2.0,0
1650,12.0,45.99,-132.09,30.0,2.0,0
1651,7.0,51.49,-130.09,30.0,2.0,0
1652,0.0,73.49,-176.09,28.0,0.0,0
1653,19.0,52.29,-118.09,30.0,2.0,0
1654,9.0,39.79,-201.59,30.0,1.0,0
1655,47.0,52.79,-137.99,30.0,2.0,0
1656,3.0,51.49,-134.49,30.0,2.0,0
1657,14.0,50.29,-125.49,30.0,2.0,0
1658,49.0,50.99,-101.09,30.0,2.0,0
1659,11.0,46.29,-133.09,30.0,2.0,0
1660,6.0,52.09,-131.09,30.0,2.0,0
1661,0.0,73.99,-177.09,28.0,0.0,0
1662,18.0,53.09,-119.69,30.0,2.0,0
1663,9.0,40.29,-204.29,30.0,1.0,0
1664,46.0,53.59,-139.59,30.0,2.0,0
1665,4.0,52.29,-136.09,30.0,2.0,0
1666,15.0,51.29,-126.99,30.0,2.0,0
1667,48.0,51.99,-102.09,30.0,2.0,0
1668,12.0,46.99,-134.09,30.0,2.0,0
1669,7.0,52.99,-132.09,30.0,2.0,0
1670,0.0,74.49,-178.09,28.0,0.0,0
1671,19.0,53.99,-121.49,30.0,2.0,0
1672,9.0,40.79,-207.09,30.0,1.0,0
1673,47.0,54.49,-141.29,30.0,2.0,0
1674,3.0,52.99,-137.49,30.0,2.0,0
1675,14.0,51.69,-128.09,30.0,2.0,0
1676,49.0,52.29,-103.09,30.0,2.0,0
1677,11.0,47.29,-135.09,30.0,2.0,0
1678,6.0,53.69,-133.09,30.0,2.0,0
1679,0.0,74.99,-179.09,28.0,0.0,0
1680,18.0,54.69,-123.49,30.0,2.0,0
1681,9.0,41.29,-210.09,30.0,1.0,0
1682,46.0,55.29,-143.09,30.0,2.0,0
1683,4.0,53.79,-139.09,30.0,2.0,0
1684,15.0,52.59,-129.99,30.0,2.0,0
1685,48.0,53.09,-104.09,30.0,2.0,0
1686,12.0,48.09,-136.09,30.0,2.0,0
1687,7.0,54.29,-134.09,30.0,2.0,0
1688,0.0,75.49,-180.09,28.0,0.0,0
1689,19.0,55.39,-125.09,30.0,2.0,0
1690,9.0,41.79,-213.29,30.0,1.0,0
1691,47.0,56.09,-144.99,30.0,2.0,0
1692,3.0,54.29,-140.99,30.0,2.0,0
1693,14.0,52.99,-131.09,30.0,2.0,0
1694,49.0,53.69,-105.09,30.0,2.0,0
1695,11.0,48.59,-137.09,30.0,2.0,0
1696,6.0,55.09,-135.09,30.0,2.0,0
1697,0.0,75.99,-181.09,28.0,0.0,0
1698,18.0,56.09,-126.99,30.0,2.0,0
1699,9.0,42.29,-216.69,30.0,1.0,0
1700,46.0,56.99,-146.99,30.0,2.0,0
1701,4.0,54.99,-142.99,30.0,2.0,0
1702,15.0,53.99,-132.99,30.0,2.0,0
1703,48.0,54.49,-106.09,30.0,2.0,0
1704,12.0,49.29,-138.09,30.0,2.0,0
1705,7.0,55.69,-136.09,30.0,2.0,0
1706,0.0,76.49,-182.09,28.0,0.0,0
1707,19.0,57.09,-128.99,30.0,2.0,0
1708,9.0,42.79,-219.99,30.0,1.0,0
1709,47.0,57.79,-148.99,30.0,2.0,0
1710,3.0,55.69,-144.99,30.0,2.0,0
1711,14.0,54.29,-134.09,30.0,2.0,0
1712,49.0,55.09,-107.09,30.0,2.0,0
1713,11.0,49.99,-139.09,30.0,2.0,0
1714,6.0,56.49,-137.09,30.0,2.0,0
1715,0.0,76.99,-183.09,28.0,0.0,0
1716,18.0,58.09,-131.09,30.0,2.0,0
1717,9.0,43.29,-223.59,30.0,1.0,0
1718,46.0,58.79,-151.09,30.0,2.0,0
1719,4.0,56.49,-146.99,30.0,2.0,0
1720,15.0,55.49,-135.99,30.0,2.0,0
1721,48.0,55.99,-108.09,30.0,2.0,0
1722,12.0,50.59,-140.09,30.0,2.0,0
1723,7.0,57.29,-138.09,30.0,2.0,0
1724,0.0,77.49,-184.09,28.0,0.0,0
1725,19.0,59.09,-133.09,30.0,2.0,0
1726,9.0,43.79,-227.29,30.0,1.0,0
1727,47.0,59.79,-153.09,30.0,2.0,0
1728,3.0,57.09,-149.09,30.0,2.0,0
1729,14.0,55.79,-137.09,30.0,2.0,0
1730,49.0,56.59,-109.09,30.0,2.0,0
1731,11.0,51.29,-141.09,30.0,2.0,0
1732,6.0,58.09,-139.09,30.0,2.0,0
1733,0.0,77.99,-185.09,28.0,0.0,0
1734,18.0,60.09,-134.99,30.0,2.0,0
1735,9.0,44.29,-231.09,30.0,1.0,0
1736,46.0,60.99,-155.29,30.0,2.0,0
1737,4.0,58.29,-152.09,30.0,2.0,0
1738,15.0,56.99,-139.99,30.0,2.0,0
1739,48.0,57.59,-110.09,30.0,2.0,0
1740,12.0,51.99,-143.09,30.0,2.0,0
1741,7.0,58.99,-141.09,30.0,2.0,0
1742,0.0,78.49,-186.09,28.0,0.0,0
1743,19.0,61.29,-137.09,30.0,2.0,0
1744,9.0,44.79,-235.09,30.0,1.0,0
1745,47.0,61.99,-158.29,30.0,2.0,0
1746,3.0,58.99,-154.09,30.0,2.0,0
1747,14.0,57.49,-141.09,30.0,2.0,0
1748,49.0,58.29,-111.09,30.0,2.0,0
1749,11.0,52.59,-144.09,30.0,2.0,0
1750,6.0,60.09,-142.09,30.0,2.0,0
1751,0.0,78.99,-187.09,28.0,0.0,0
1752,18.0,62.49,-139.09,30.0,2.0,0
1753,9.0,45.29,-239.59,30.0,1.0,0
1754,46.0,63.09,-161.59,30.0,2.0,0
1755,4.0,60.09,-158.09,30.0,2.0,0
1756,15.0,58.79,-144.09,30.0,2.0,0
1757,48.0,59.29,-112.09,30.0,2.0,0
1758,12.0,53.29,-146.09,30.0,2.0,0
1759,7.0,60.99,-144.09,30.0,2.0,0
1760,0.0,79.49,-188.09,28.0,0.0,0
1761,19.0,63.79,-142.09,30.0,2.0,0
1762,9.0,45.79,-242.99,30.0,1.0,0
1763,47.0,64.59,-164.09,30.0,2.0,0
1764,3.0,60.99,-159.09,30.0,2.0,0
1765,14.0,59.49,-145.09,30.0,2.0,0
1766,49.0,60.49,-113.09,30.0,2.0,0
1767,11.0,54.09,-147.09,30.0,2.0,0
1768,6.0,62.09,-145.09,30.0,2.0,0
1769,0.0,79.99,-189.09,28.0,0.0,0
1770,18.0,64.59,-144.09,30.0,2.0,0
1771,9.0,46.29,-246.49,30.0,1.0,0
1772,46.0,65.49,-167.09,30.0,2.0,0
1773,4.0,62.09,-163.09,30.0,2.0,0
1774,15.0,60.99,-147.09,30.0,2.0,0
1775,48.0,61.49,-114.09,30.0,2.0,0
1776,12.0,54.79,-149.09,30.0,2.0,0
1777,7.0,62.99,-147.09,30.0,2.0,0
1778,0.0,80.49,-190.09,28.0,0.0,0
1779,19.0,66.09,-146.09,30.0,2.0,0
1780,10.0,40.19,-104.35,15.0,2.0,0
1781,49.0,38.44,-80.29,19.0,2.0,0
1782,32.0,43.39,-73.99,12.0,2.0,0
1783,17.0,37.51,-86.39,19.0,2.0,0
1784,44.0,39.49,-112.14,6.0,2.0,0
1785,8.0,38.71,-75.21,11.0,2.0,0
1786,32.0,34.29,-106.59,14.0,2.0,0
1787,16.0,38.59,-99.35,26.0,2.0,0
1788,49.0,39.35,-79.49,19.0,2.0,0
1789,44.0,38.85,-113.42,6.0,2.0,0
1790,17.0,37.29,-88.19,19.0,2.0,0
1791,32.0,41.49,-72.85,12.0,2.0,0
1792,5.0,40.58,-102.85,17.0,2.0,0
1793,44.0,39.67,-111.93,6.0,2.0,0
1794,8.0,38.46,-75.38,11.0,2.0,0
1795,32.0,33.83,-105.17,14.0,2.0,0
1796,49.0,38.92,-80.58,19.0,2.0,0
1797,17.0,37.55,-87.15,19.0,2.0,0
1798,44.0,40.31,-112.59,6.0,2.0,0
1799,32.0,44.21,-74.49,12.0,2.0,0
1800,16.0,38.28,-98.21,26.0,2.0,0
1801,8.0,39.17,-75.44,11.0,2.0,0
1802,49.0,39.04,-79.31,19.0,2.0,0
1803,32.0,42.85,-77.99,12.0,2.0,0
1804,44.0,38.99,-113.19,6.0,2.0,0
1805,17.0,37.39,-88.59,19.0,2.0,0
1806,5.0,40.41,-102.69,17.0,2.0,0
1807,8.0,39.49,-75.29,11.0,2.0,0
1808,32.0,33.29,-105.49,14.0,2.0,0
1809,44.0,39.85,-111.79,6.0,2.0,0
1810,49.0,39.19,-79.59,19.0,2.0,0
1811,17.0,37.19,-87.79,19.0,2.0,0
1812,32.0,41.91,-72.69,12.0,2.0,0
1813,16.0,38.51,-99.59,26.0,2.0,0
1814,44.0,40.59,-112.85,6.0,2.0,0
1815,5.0,40.29,-102.49,17.0,2.0,0
1816,8.0,38.63,-75.56,11.0,2.0,0
1817,32.0,34.59,-106.29,14.0,2.0,0
1818,49.0,38.79,-80.49,19.0,2.0,0
1819,17.0,37.45,-88.29,19.0,2.0,0
1820,44.0,39.39,-113.49,6.0,2.0,0
1821,14.0,38.45,-92.19,23.0,2.0,0
1822,6.0,40.21,-109.35,16.0,2.0,0
1823,18.0,36.19,-86.49,20.0,2.0,0
1824,10.0,39.85,-77.31,13.0,2.0,0
1825,4.0,38.13,-104.59,18.0,2.0,0
1826,15.0,37.46,-100.85,25.0,2.0,0
1827,7.0,40.98,-108.51,16.0,2.0,0
1828,19.0,35.67,-89.13,21.0,2.0,0
1829,9.0,39.29,-76.19,12.0,2.0,0
1830,3.0,37.85,-103.51,18.0,2.0,0
1831,16.0,38.24,-102.35,25.0,2.0,0
1832,8.0,41.01,-109.85,16.0,2.0,0
1833,20.0,36.31,-90.67,21.0,2.0,0
1834,12.0,38.71,-78.49,13.0,2.0,0
1835,2.0,38.49,-102.39,18.0,2.0,0
1836,17.0,37.85,-101.19,25.0,2.0,0
1837,11.0,40.46,-110.67,16.0,2.0,0
1838,21.0,35.99,-91.85,21.0,2.0,0
1839,13.0,39.01,-79.69,13.0,2.0,0
1840,1.0,38.13,-101.29,18.0,2.0,0
1841,18.0,38.38,-100.51,25.0,2.0,0
1842,10.0,40.83,-111.33,16.0,2.0,0
1843,22.0,36.67,-92.99,21.0,2.0,0
1844,14.0,38.81,-81.89,13.0,2.0,0
1845,0.0,38.77,-100.17,18.0,2.0,0
1846,19.0,38.52,-99.83,25.0,2.0,0
1847,12.0,41.19,-112.01,16.0,2.0,0
1848,23.0,37.35,-94.13,21.0,2.0,0
1849,15.0,39.61,-83.09,13.0,2.0,0
1850,0.0,39.41,-99.05,18.0,2.0,0
1851,20.0,38.66,-98.15,25.0,2.0,0
1852,13.0,41.55,-112.69,16.0,2.0,0
1853,24.0,38.03,-95.27,21.0,2.0,0
1854,16.0,40.41,-84.29,13.0,2.0,0
1855,0.0,40.05,-97.93,18.0,2.0,0
1856,21.0,38.8,-96.47,25.0,2.0,0
1857,14.0,41.91,-113.37,16.0,2.0,0
1858,25.0,38.71,-96.41,21.0,2.0,0
1859,17.0,41.21,-85.49,13.0,2.0,0
1860,0.0,40.69,-96.81,18.0,2.0,0
1861,22.0,38.94,-94.79,25.0,2.0,0
1862,15.0,42.27,-114.05,16.0,2.0,0
1863,26.0,39.39,-97.55,21.0,2.0,0
1864,18.0,41.99,-86.69,13.0,2.0,0
1865,0.0,41.33,-95.69,18.0,2.0,0
1866,23.0,39.08,-93.11,25.0,2.0,0
1867,16.0,42.63,-114.73,16.0,2.0,0
1868,27.0,40.07,-98.69,21.0,2.0,0
1869,19.0,42.77,-87.89,13.0,2.0,0
1870,0.0,41.97,-94.57,18.0,2.0,0
1871,24.0,39.22,-91.43,25.0,2.0,0
1872,17.0,42.99,-115.41,16.0,2.0,0
1873,28.0,40.75,-99.83,21.0,2.0,0
1874,20.0,43.55,-89.09,13.0,2.0,0
1875,0.0,42.61,-93.45,18.0,2.0,0
1876,25.0,39.36,-89.75,25.0,2.0,0
1877,18.0,43.35,-116.09,16.0,2.0,0
1878,29.0,41.43,-100.97,21.0,2.0,0
1879,21.0,44.33,-90.29,13.0,2.0,0
1880,0.0,43.25,-92.33,18.0,2.0,0
1881,26.0,39.5,-88.07,25.0,2.0,0
1882,19.0,43.71,-116.77,16.0,2.0,0
1883,30.0,42.11,-102.11,21.0,2.0,0
1884,22.0,45.11,-91.49,13.0,2.0,0
1885,0.0,43.89,-91.21,18.0,2.0,0
1886,27.0,39.64,-86.39,25.0,2.0,0
1887,20.0,44.07,-117.45,16.0,2.0,0
1888,31.0,42.79,-103.25,21.0,2.0,0
1889,23.0,45.89,-92.69,13.0,2.0,0
1890,0.0,44.53,-90.09,18.0,2.0,0
1891,28.0,39.78,-84.71,25.0,2.0,0
1892,21.0,44.43,-118.13,16.0,2.0,0
1893,32.0,43.47,-104.39,21.0,2.0,0
1894,24.0,46.67,-93.89,13.0,2.0,0
1895,0.0,45.17,-89.97,18.0,2.0,0
1896,29.0,39.92,-83.03,25.0,2.0,0
1897,22.0,44.79,-118.81,16.0,2.0,0
1898,33.0,44.15,-105.53,21.0,2.0,0
1899,25.0,47.45,-95.09,13.0,2.0,0
1900,0.0,45.81,-89.85,18.0,2.0,0
1901,30.0,40.06,-81.35,25.0,2.0,0
1902,23.0,45.15,-119.49,16.0,2.0,0
1903,34.0,44.83,-106.67,21.0,2.0,0
1904,26.0,48.23,-96.29,13.0,2.0,0
1905,0.0,46.45,-89.73,18.0,2.0,0
1906,31.0,40.2,-79.67,25.0,2.0,0
1907,24.0,45.51,-120.17,16.0,2.0,0
1908,35.0,45.51,-107.81,21.0,2.0,0
1909,27.0,49.01,-97.49,13.0,2.0,0
1910,0.0,47.09,-89.61,18.0,2.0,0
1911,32.0,40.34,-78.0,25.0,2.0,0
1912,25.0,45.87,-120.85,16.0,2.0,0
1913,36.0,46.19,-108.95,21.0,2.0,0
1914,28.0,49.79,-98.69,13.0,2.0,0
1915,0.0,47.73,-89.49,18.0,2.0,0
1916,33.0,40.48,-77.33,25.0,2.0,0
1917,26.0,46.23,-121.53,16.0,2.0,0
1918,37.0,46.87,-110.09,21.0,2.0,0
1919,29.0,50.57,-99.89,13.0,2.0,0
1920,0.0,48.37,-89.37,18.0,2.0,0
1921,34.0,40.62,-76.66,25.0,2.0,0
1922,27.0,46.59,-122.21,16.0,2.0,0
1923,38.0,47.55,-111.23,21.0,2.0,0
1924,30.0,51.35,-101.09,13.0,2.0,0
1925,0.0,49.01,-89.25,18.0,2.0,0
1926,35.0,40.76,-76.0,25.0,2.0,0
1927,28.0,46.95,-122.89,16.0,2.0,0
1928,39.0,48.23,-112.37,21.0,2.0,0
1929,31.0,52.13,-102.29,13.0,2.0,0
1930,0.0,49.65,-89.13,18.0,2.0,0
1931,36.0,40.9,-75.34,25.0,2.0,0
1932,29.0,47.31,-123.57,16.0,2.0,0
1933,40.0,48.91,-113.51,21.0,2.0,0
1934,32.0,52.91,-103.49,13.0,2.0,0
1935,0.0,50.29,-89.01,18.0,2.0,0
1936,37.0,41.04,-74.68,25.0,2.0,0
1937,30.0,47.67,-124.25,16.0,2.0,0
1938,41.0,49.59,-114.65,21.0,2.0,0
1939,33.0,53.69,-104.69,13.0,2.0,0
1940,0.0,50.93,-88.89,18.0,2.0,0
1941,38.0,41.18,-74.02,25.0,2.0,0
1942,31.0,48.03,-124.93,16.0,2.0,0
1943,42.0,50.27,-115.79,21.0,2.0,0
1944,34.0,54.47,-105.89,13.0,2.0,0
1945,0.0,51.57,-88.77,18.0,2.0,0
1946,39.0,41.32,-73.36,25.0,2.0,0
1947,32.0,48.39,-125.61,16.0,2.0,0
1948,43.0,50.95,-116.93,21.0,2.0,0
1949,35.0,55.25,-107.09,13.0,2.0,0
1950,0.0,52.21,-88.65,18.0,2.0,0
1951,40.0,41.46,-72.7,25.0,2.0,0
1952,33.0,48.75,-126.29,16.0,2.0,0
1953,44.0,51.63,-118.07,21.0,2.0,0
1954,36.0,56.03,-108.29,13.0,2.0,0
1955,0.0,52.85,-88.53,18.0,2.0,0
1956,41.0,41.6,-72.04,25.0,2.0,0
1957,34.0,49.11,-126.97,16.0,2.0,0
1958,45.0,52.31,-119.21,21.0,2.0,0
1959,37.0,56.81,-109.49,13.0,2.0,0
1960,0.0,53.49,-88.41,18.0,2.0,0
1961,42.0,41.74,-71.38,25.0,2.0,0
1962,35.0,49.47,-127.65,16.0,2.0,0
1963,46.0,52.99,-120.35,21.0,2.0,0
1964,38.0,57.59,-110.69,13.0,2.0,0
1965,0.0,54.13,-88.29,18.0,2.0,0
1966,43.0,41.88,-70.72,25.0,2.0,0
1967,36.0,49.83,-128.33,16.0,2.0,0
1968,47.0,53.67,-121.49,21.0,2.0,0
1969,39.0,58.37,-111.89,13.0,2.0,0
1970,0.0,54.77,-88.17,18.0,2.0,0
1971,44.0,42.02,-70.06,25.0,2.0,0
1972,37.0,50.19,-129.01,16.0,2.0,0
1973,48.0,54.35,-122.63,21.0,2.0,0
1974,40.0,59.15,-113.09,13.0,2.0,0
1975,0.0,55.41,-88.05,18.0,2.0,0
1976,45.0,42.16,-69.4,25.0,2.0,0
1977,38.0,50.55,-129.69,16.0,2.0,0
1978,49.0,55.03,-123.77,21.0,2.0,0
1979,41.0,59.93,-114.29,13.0,2.0,0
1980,0.0,56.05,-87.93,18.0,2.0,0
1981,46.0,42.3,-68.74,25.0,2.0,0
1982,39.0,50.91,-130.37,16.0,2.0,0
1983,50.0,55.71,-124.91,21.0,2.0,0
1984,42.0,60.71,-115.49,13.0,2.0,0
1985,0.0,56.69,-87.81,18.0,2.0,0
1986,47.0,42.44,-68.08,25.0,2.0,0
1987,40.0,51.27,-131.05,16.0,2.0,0
1988,51.0,56.39,-126.05,21.0,2.0,0
1989,43.0,61.49,-116.69,13.0,2.0,0
1990,0.0,57.33,-87.69,18.0,2.0,0
1991,48.0,42.58,-67.42,25.0,2.0,0
1992,41.0,51.63,-131.73,16.0,2.0,0
1993,52.0,57.07,-127.19,21.0,2.0,0
1994,44.0,62.27,-117.89,13.0,2.0,0
1995,0.0,57.97,-87.57,18.0,2.0,0
1996,49.0,42.72,-66.76,25.0,2.0,0
1997,42.0,51.99,-132.41,16.0,2.0,0
1998,53.0,57.75,-128.33,21.0,2.0,0
1999,45.0,63.05,-119.09,13.0,2.0,0
2000,0.0,58.61,-87.45,18.0,2.0,0
2001,50.0,42.86,-66.1,25.0,2.0,0
2002,43.0,52.35,-133.09,16.0,2.0,0
2003,54.0,58.43,-129.47,21.0,2.0,0
2004,46.0,63.83,-120.29,13.0,2.0,0
2005,0.0,59.25,-87.33,18.0,2.0,0
2006,51.0,43.0,-65.44,25.0,2.0,0
2007,44.0,52.71,-133.77,16.0,2.0,0
2008,55.0,59.11,-130.61,21.0,2.0,0
2009,47.0,64.61,-121.49,13.0,2.0,0
2010,0.0,59.89,-87.21,18.0,2.0,0
2011,52.0,43.14,-64.78,25.0,2.0,0
2012,45.0,53.07,-134.45,16.0,2.0,0
2013,56.0,59.79,-131.75,21.0,2.0,0
2014,48.0,65.39,-122.69,13.0,2.0,0
2015,0.0,60.53,-87.09,18.0,2.0,0
2016,53.0,43.28,-64.12,25.0,2.0,0
2017,46.0,53.43,-135.13,16.0,2.0,0
2018,57.0,60.47,-132.89,21.0,2.0,0
2019,49.0,66.17,-123.89,13.0,2.0,0
2020,0.0,61.17,-86.97,18.0,2.0,0
2021,54.0,43.42,-63.46,25.0,2.0,0
2022,47.0,53.79,-135.81,16.0,2.0,0
2023,58.0,61.15,-134.03,21.0,2.0,0
2024,50.0,66.95,-125.09,13.0,2.0,0
2025,0.0,61.81,-86.85,18.0,2.0,0
2026,55.0,43.56,-62.8,25.0,2.0,0
2027,48.0,54.15,-136.49,16.0,2.0,0
2028,59.0,61.83,-135.17,21.0,2.0,0
2029,51.0,67.73,-126.29,13.0,2.0,0
2030,0.0,62.45,-86.73,18.0,2.0,0
2031,56.0,43.7,-62.14,25.0,2.0,0
2032,49.0,54.51,-137.17,16.0,2.0,0
2033,60.0,62.51,-136.31,21.0,2.0,0
2034,52.0,68.51,-127.49,13.0,2.0,0
2035,0.0,63.09,-86.61,18.0,2.0,0
2036,57.0,43.84,-61.48,25.0,2.0,0
2037,50.0,54.87,-137.85,16.0,2.0,0
2038,61.0,63.19,-137.45,21.0,2.0,0
2039,53.0,69.29,-128.69,13.0,2.0,0
2040,0.0,63.73,-86.49,18.0,2.0,0
2041,58.0,43.98,-60.82,25.0,2.0,0
2042,51.0,55.23,-138.53,16.0,2.0,0
2043,62.0,63.87,-138.59,21.0,2.0,0
2044,54.0,70.07,-129.89,13.0,2.0,0
2045,0.0,64.37,-86.37,18.0,2.0,0
2046,59.0,44.12,-60.16,25.0,2.0,0
2047,52.0,55.59,-139.21,16.0,2.0,0
2048,63.0,64.55,-139.73,21.0,2.0,0
2049,55.0,70.85,-131.09,13.0,2.0,0
2050,0.0,65.01,-86.25,18.0,2.0,0
2051,60.0,44.26,-59.5,25.0,2.0,0
2052,53.0,55.95,-139.89,16.0,2.0,0
2053,64.0,65.23,-140.87,21.0,2.0,0
2054,56.0,71.63,-132.29,13.0,2.0,0
2055,0.0,65.65,-86.13,18.0,2.0,0
2056,61.0,44.4,-58.84,25.0,2.0,0
2057,54.0,56.31,-140.57,16.0,2.0,0
2058,65.0,65.91,-142.01,21.0,2.0,0
2059,57.0,72.41,-133.49,13.0,2.0,0
2060,0.0,66.29,-86.01,18.0,2.0,0
2061,62.0,44.54,-58.18,25.0,2.0,0
2062,55.0,56.67,-141.25,16.0,2.0,0
2063,66.0,66.59,-143.15,21.0,2.0,0
2064,58.0,73.19,-134.69,13.0,2.0,0
2065,0.0,66.93,-85.89,18.0,2.0,0
2066,63.0,44.68,-57.52,25.0,2.0,0
2067,56.0,57.03,-141.93,16.0,2.0,0
2068,67.0,67.27,-144.29,21.0,2.0,0
2069,59.0,73.97,-135.89,13.0,2.0,0
2070,0.0,67.57,-85.77,18.0,2.0,0
2071,64.0,44.82,-56.86,25.0,2.0,0
2072,57.0,57.39,-142.61,16.0,2.0,0
2073,68.0,67.95,-145.43,21.0,2.0,0
2074,60.0,74.75,-137.09,13.0,2.0,0
2075,0.0,68.21,-85.65,18.0,2.0,0
2076,65.0,44.96,-56.2,25.0,2.0,0
2077,58.0,57.75,-143.29,16.0,2.0,0
2078,69.0,68.63,-146.57,21.0,2.0,0
2079,61.0,75.53,-138.29,13.0,2.0,0
2080,0.0,68.85,-85.53,18.0,2.0,0
2081,66.0,45.1,-55.54,25.0,2.0,0
2082,59.0,58.11,-143.97,16.0,2.0,0
2083,70.0,69.31,-147.71,21.0,2.0,0
2084,62.0,76.31,-139.49,13.0,2.0,0
2085,0.0,69.49,-85.41,18.0,2.0,0
2086,67.0,45.24,-54.88,25.0,2.0,0
2087,60.0,58.47,-144.65,16.0,2.0,0
2088,71.0,69.99,-148.85,21.0,2.0,0
2089,63.0,77.09,-140.69,13.0,2.0,0
2090,0.0,70.13,-85.29,18.0,2.0,0
