Netpay,Tectonic regime,Basin name,Oil recovery factor,Gas recovery factor,Latitude,Permeability,Operator company,Longitude,Country,Region,Hydrocarbon type,Porosity,Structural setting,Reservoir status,Gross,Reservoir unit,Depth,Lithology,Condensate recovery factor,Period,Onshore/offshore,Field name,Oil density
6.3,0,115,0.28,0.76,50.039,0.1,110,-110.802,8,6,2,3,2,2,90,296,390,6,0.513,7,1,371,779.614
30,9,63,0.45,0.757,58.459,1000,155,0.262,46,1,5,28,6,2,195,299,1983,11,0.513,12,0,335,839.763
18.9,0,113,0.4,0.778,50.66,8,110,-111.471,8,6,2,12.5,2,2,33.6,343,2301,6,0.513,7,1,307,844.776
24.6,0,115,0.32,0.73,51.928,4,110,-114.54,8,6,5,9.8,2,6,90,320,2430,11,0.27,4,1,189,820.29
9.9,0,3,0.45,0.778,35.6,8,110,-100.29,48,6,5,10.2,2,6,19.8,396,1814.8,6,0.513,4,1,24,834.808
24.6,0,115,0.26,0.84,53.229,15,24,-115.802,8,6,2,10.333,2,5,30,232,2430,11,0.27,7,1,232,825.073
3.6,0,117,0.3,0.803,48.75,0.2,4,-101.1,48,6,5,10,3,6,30,231,1448.7,6,0.513,4,1,407,829.912
45,0,75,0.38,0.749,32.766,0.4,69,-103.688,48,6,5,6,2,2,120,290,1740,6,0.513,21,1,412,815.562
60,0,117,0.447,0.8,40.149,50,110,-110.119,48,6,5,15,3,6,90,256,3900,11,0.457,17,1,290,820.29
6.9,0,115,0.44,0.817,51.928,120,110,-114.54,8,6,5,11,2,2,90,123,2430,9,0.353,9,1,290,829.912
9,0,117,0.353,0.7,48.852,90,110,-101.1,48,6,5,13,3,2,24,232,1482,9,0.513,4,1,193,865.443
30,0,115,0.3,0.783,55.472,15,155,-119.175,8,6,5,11,2,6,90,361,2430,9,0.353,26,1,245,829.912
3.6,0,117,0.24,0.793,48.852,120,4,-101.1,48,6,5,20,3,6,30,31,1482,11,0.513,4,1,210,842.764
11.4,0,115,0.4,0.73,55.114,8.9,34,-114.432,8,6,5,11.8,2,5,36,83,2430,11,0.353,7,1,347,825.073
36,2,63,0.27,0.71,56.262,30,155,2.143,46,1,5,18,6,2,39,185,2982,11,0.353,12,0,129,829.912
30,0,115,0.5,0.66,52.838,1000,155,51.574,36,3,5,32,2,2,33,185,2275.5,11,0.513,4,1,110,839.763
45,9,63,0.22,0.83,57.056,1000,34,2.069,46,1,5,27,6,6,114,185,1629,11,0.513,12,0,129,839.763
14.7,2,9,0.447,0.84,37.867,100,160,118.75,9,2,5,15,6,5,177,301,1423.8,11,0.513,17,1,406,892.744
13.2,0,115,0.44,0.747,52.838,1000,155,51.199,36,3,5,28,2,7,21.6,181,986.4,11,0.513,4,1,210,860.182
6.9,0,117,0.447,0.75,48.852,1000,34,-100.292,48,6,5,30,2,2,21,84,1304.8,11,0.513,4,1,169,904.153
30,0,115,0.28,0.73,53.229,10,155,-115.47,8,6,5,10,2,2,195,373,2430,9,0.353,7,1,70,820.29
24.6,0,117,0.45,0.77,48.1,1.5,4,-102.87,48,6,5,11,3,2,30,24,2430,6,0.27,4,1,186,825.073
13.8,0,115,0.46,0.79,55.114,0.2,34,-114.471,8,6,2,3,10,6,45,85,3000,2,0.377,7,1,65,777.046
24.6,0,113,0.397,0.77,55.343,0.8,155,52.967,36,3,2,13,2,5,30,290,1560,11,0.513,4,1,437,852.41
60,0,115,0.52,0.73,53.229,120,155,-115.801,8,6,5,10,2,5,69,347,2430,11,0.353,7,1,247,820.29
6,9,36,0.12,0.633,38.21,2,110,118.73,9,2,5,10.467,6,6,105,162,1795.8,6,0.513,17,1,438,860.182
27.6,4,95,0.4,0.73,1.296,1000,30,101.23,18,2,5,32,4,6,177,156,318,11,0.513,15,1,110,921.824
9.9,0,115,0.48,0.749,53.263,35,110,-115.801,8,6,5,10,2,2,12,123,924,6,0.513,7,1,406,854.985
57,0,85,0.4,0.82,36.272,10,3,-100.662,48,6,5,10,2,5,165,291,945,13,0.513,4,1,137,854.985
13.8,0,113,0.26,0.79,52.838,8,155,51.702,36,3,5,10,2,6,36,284,1560,9,0.513,4,1,124,839.763
19.8,0,117,0.44,0.89,48.852,5,77,-101.143,48,6,5,12,3,5,30,232,1482,9,0.513,4,1,168,839.763
18,0,89,0.3,0.83,61.583,120,155,75.183,36,3,5,16,3,6,30,317,2310,11,0.513,7,1,388,839.763
24.6,4,63,0.42,0.83,56.567,2000,170,3.085,30,1,5,28.5,7,5,30,15,2250,1,0.513,12,0,15,839.763
13.2,2,63,0.5,0.66,57.056,1000,34,2.069,46,1,5,25,6,5,21.3,371,1677,11,0.513,12,0,129,839.763
6.9,4,13,0.4,0.778,23.1,500,114,72.417,17,2,5,28,6,2,147.6,108,885,11,0.513,17,1,150,921.824
60,4,63,0.47,0.707,55.4,500,155,5.368,11,1,5,20,7,2,90,108,2090,11,0.56,12,0,391,825.073
60,4,63,0.29,0.86,57.056,50,34,2.069,46,1,5,20,6,2,90,185,4395,11,0.513,12,0,129,825.073
5.7,0,115,0.447,0.73,51.928,3,106,-114.54,8,6,5,10.333,2,6,24.3,375,2430,9,0.27,9,1,70,829.912
8.4,0,117,0.447,0.66,48.852,5,155,-101.029,48,6,5,8.2,3,6,105,232,988.2,6,0.513,4,1,232,849.85
7.2,0,115,0.44,0.757,50.069,7,34,-111.471,8,6,5,11,2,6,36,319,2430,9,0.353,7,1,219,810.888
60,0,37,0.55,0.66,30.114,0.4,61,-96.019,48,6,3,7,2,6,180,185,3435,6,0.593,12,1,307,775.342
5.3,0,117,0.12,0.79,48.852,0.8,110,-101.143,48,6,5,8.8,3,2,36,74,2515.2,6,0.27,4,1,142,810.888
30,0,3,0.6,0.89,37.917,1.5,110,-82.742,48,6,5,16,10,5,42,256,458.7,6,0.513,9,1,108,865.443
12,0,75,0.38,0.76,32.388,100,110,-102.716,48,6,5,10,2,6,180,290,1275,6,0.513,21,1,235,844.776
9.3,0,3,0.397,0.913,35.4,0.1,120,-102.743,48,6,2,10,2,2,12.9,88,1443,6,0.513,21,1,407,865.443
11.7,0,75,0.27,0.677,32.894,7,110,-103.702,48,6,5,8.9,2,6,75,118,1140,6,0.513,21,1,294,842.764
60,0,115,0.397,0.633,48.852,15,110,3.102,15,1,5,15,2,5,90,21,2220,9,0.467,15,1,16,849.85
36,0,89,0.46,0.75,61.583,1000,177,75.183,36,3,5,25,3,2,144,335,1536,11,0.513,7,1,391,921.824
36,0,75,0.28,0.827,32.767,5,110,-103.641,48,6,5,11,2,6,120,290,1650,6,0.513,21,1,247,842.764
7.2,0,113,0.52,0.73,52.838,63,24,-3.353,46,1,5,13.8,3,6,9,356,2129.2,11,0.513,12,2,169,839.763
45,0,75,0.353,0.433,31.92,0.4,61,8.366,42,0,5,8,9,2,294,308,2991,10,0.377,7,1,67,839.763
19.8,0,89,0.45,0.76,61.583,120,169,75.183,36,3,5,20,3,2,33.3,371,2250,11,0.513,7,1,241,854.985
6.9,4,39,0.28,0.707,30.69,100,34,-96.29,48,6,3,17,2,2,14.1,83,4443,11,0.56,12,1,232,766.938
60,0,75,0.48,0.83,32.894,7,34,-103.454,48,6,5,10,2,6,105,290,1285,6,0.513,21,1,247,839.763
57,0,75,0.4,0.76,32.766,0.8,110,-103.532,48,6,5,4,2,6,150,290,1290,6,0.513,21,1,412,849.85
13.8,9,74,0.5,0.83,34.236,100,99,-119.129,48,6,5,12.933,11,6,75,319,3000,11,0.483,15,1,290,815.562
45,2,64,0.27,0.7,61.204,100,166,1.716,46,1,5,20,6,2,165.9,58,2325,11,0.4,12,0,391,839.763
45,0,115,0.447,0.817,52.338,10,155,-113.792,8,6,5,10,2,6,75,373,1620,9,0.513,9,1,249,839.763
120,0,75,0.5,0.66,32.894,4,61,-103.362,48,6,5,6,2,5,390,290,2760,6,0.377,21,1,199,839.763
45,9,2,0.46,0.83,40.149,15,164,62.991,49,3,5,13,4,6,180,121,1833,11,0.513,12,1,267,825.073
57,0,75,0.447,0.65,32.766,5,110,-102.531,48,6,5,6,2,5,90,290,1680,6,0.447,21,1,349,829.912
12.9,4,95,0.35,0.77,1.296,500,30,101.23,18,2,5,28,4,2,81,95,66,11,0.513,15,1,20,921.824
6,0,117,0.26,0.71,48.852,20,4,-101.029,48,6,5,11,3,8,30,231,1482,6,0.513,4,1,219,815.562
57,0,78,0.397,0.42,44.039,3,110,-105.069,48,6,2,11,9,2,90,290,2595,6,0.377,7,1,242,820.29
7.8,0,3,0.47,0.913,36.272,0.1,110,-100.578,48,6,2,9,2,6,105,118,4713,6,0.513,4,1,348,779.614
63,0,89,0.34,0.757,63.299,50,155,54.364,36,3,5,16,3,8,69,308,2220,11,0.513,7,1,216,852.41
7.2,0,78,0.5,0.81,42.31,1.5,75,-105.29,48,6,5,8.3,2,2,120,256,2595,11,0.513,21,1,233,820.29
4.5,0,115,0.48,0.73,53.229,120,110,-115.801,8,6,5,13,2,5,24,361,1050,11,0.513,7,1,406,852.41
9.9,0,113,0.26,0.79,51.928,120,155,-114.54,8,6,5,11.7,2,2,12,321,1650,9,0.513,4,1,70,825.073
15,4,95,0.38,0.83,1.296,500,30,101.23,18,2,5,30,4,2,24,24,66,11,0.513,15,1,110,921.824
60,0,75,0.43,0.83,32.768,1.5,110,-103.798,48,6,5,9,2,6,90,290,1275,6,0.513,21,1,413,892.744
7.8,0,78,0.28,0.84,44.039,20,4,-105.069,48,6,5,12,2,5,120,232,2595,11,0.27,7,1,65,844.776
21.6,0,75,0.397,0.77,32.766,5,128,-103.802,48,6,5,4,2,2,30,118,1680,6,0.513,21,1,396,820.29
13.8,9,74,0.34,0.817,69.283,200,22,-134.554,8,6,5,17,5,5,26.5,93,2605.2,11,0.27,17,1,242,834.808
12.9,0,117,0.5,0.71,50.069,2,4,-111.143,8,6,5,6,2,5,180,232,330,6,0.513,7,1,241,825.073
4.5,0,117,0.3,0.76,48.852,3,4,-101.029,48,6,5,10,3,5,75,231,2485.5,6,0.27,4,1,259,820.29
